name,category,source,monomer_unit,bond_type,molecular_weight_kda,solubility,biological_function,carbohydrate_class,subtype,example,monomer_backbone,degree_of_polymerization,reducing_end,branching_degree,crystallinity_percent,water_content_percent,viscosity_mPas,ph_stability_min,ph_stability_max,thermal_stability_celsius,bioactivity,ic50_ug_ml,minimum_inhibitory_concentration_ug_ml,in_vitro_tested,in_vivo_tested,mechanism,source_organism,food_application,food_function,food_sector,e_number,usage_concentration_percent,regulatory_status,medical_application,medical_field,delivery_system,biocompatibility,biodegradability,toxicity_category,clinical_stage,primary_monomer,secondary_monomer,glycosidic_linkage,molecular_formula_repeat,degree_of_acetylation,degree_of_sulfation,carbon_content_percent,hydrogen_content_percent,oxygen_content_percent,scientific_name,common_name,plant_part,yield_percent,extraction_method,geographic_origin,id,pdb_like_id,helix_type,repeat_unit_length_angstrom,chain_conformation,glycosidic_angle_phi,glycosidic_angle_psi,branch_points_per_100_residues,drug_class,administration_route,half_life_hours,bioavailability_percent,plasma_protein_binding_percent,volume_of_distribution_L_kg,clearance_ml_min_kg,ld50_mg_kg,adverse_effects
Carrageenan,Algal,Red Algae,Galactose,Mixed,463.09,Soluble,Cell wall support,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Fucoidan,Algal,Brown Algae,Fucose/Sulfate,"Alpha-1,2/1,3",96.0,Soluble,Cell signaling,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Pectin,Structural,Plants,Galacturonic acid,"Alpha-1,4",86.86,Soluble,Cell wall cementing,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Glycogen,Storage,Animals,Glucose,"Alpha-1,4/1,6",721.49,Soluble,Glucose reserve,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Laminarin,Algal,Brown Algae,Glucose,"Beta-1,3",5.5,Soluble,Storage in algae,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Chitin,Structural,Fungi/Exoskeletons,N-acetylglucosamine,"Beta-1,4",640.26,Insoluble,Structural support,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Xanthan Gum,Bacterial,Bacteria,Glucose/Mannose/GlcA,Mixed,3003.53,Soluble,Stabilizer,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Heparin,Bioactive,Animals,Glucosamine/Uronic,"Alpha-1,4",16.3,Soluble,Anticoagulant,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Glycogen,Storage,Animals,Glucose,"Alpha-1,4/1,6",860.68,Soluble,Glucose reserve,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Alginate,Algal,Brown Algae,Mannuronic/Guluronic,"Beta-1,4",191.4,Soluble,Structural/Protective,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Pullulan,Fungal,Fungi,Glucose,"Alpha-1,4/1,6",320.02,Soluble,Capsule formation,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Welan Gum,Bacterial,Bacteria,Glucose/Rhamnose,Mixed,1921.01,Soluble,Viscosity agent,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Fucoidan,Algal,Brown Algae,Fucose/Sulfate,"Alpha-1,2/1,3",100.58,Soluble,Cell signaling,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Scleroglucan,Fungal,Fungi,Glucose,"Beta-1,3/1,6",1276.1,Soluble,Structural/Protective,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Dextran,Bacterial,Bacteria,Glucose,"Alpha-1,6",108.64,Soluble,Biofilm/Adhesion,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Chitin,Structural,Fungi/Exoskeletons,N-acetylglucosamine,"Beta-1,4",761.45,Insoluble,Structural support,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Heparin,Bioactive,Animals,Glucosamine/Uronic,"Alpha-1,4",14.29,Soluble,Anticoagulant,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Chitin,Structural,Fungi/Exoskeletons,N-acetylglucosamine,"Beta-1,4",733.94,Insoluble,Structural support,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Heparin,Bioactive,Animals,Glucosamine/Uronic,"Alpha-1,4",14.32,Soluble,Anticoagulant,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Laminarin,Algal,Brown Algae,Glucose,"Beta-1,3",4.71,Soluble,Storage in algae,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Pectin,Structural,Plants,Galacturonic acid,"Alpha-1,4",75.26,Soluble,Cell wall cementing,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Fucoidan,Algal,Brown Algae,Fucose/Sulfate,"Alpha-1,2/1,3",107.06,Soluble,Cell signaling,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Locust Bean Gum,Storage,Plants,Mannose/Galactose,"Beta-1,4",309.29,Soluble,Seed galactomannan,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Cellulose,Structural,Plants,Glucose,"Beta-1,4",918.46,Insoluble,Cell wall support,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Levan,Bacterial,Bacteria,Fructose,"Beta-2,6",2131.74,Soluble,Carbon reserve,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Cellulose,Structural,Plants,Glucose,"Beta-1,4",900.71,Insoluble,Cell wall support,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Konjac Glucomannan,Storage,Plants,Glucose/Mannose,"Beta-1,4",926.16,Soluble,Tuber storage,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Inulin,Storage,Plants,Fructose,"Beta-2,1",4.66,Soluble,Fructose storage,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Pullulan,Fungal,Fungi,Glucose,"Alpha-1,4/1,6",303.1,Soluble,Capsule formation,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Levan,Bacterial,Bacteria,Fructose,"Beta-2,6",2024.36,Soluble,Carbon reserve,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Chitin,Structural,Fungi/Exoskeletons,N-acetylglucosamine,"Beta-1,4",640.53,Insoluble,Structural support,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Welan Gum,Bacterial,Bacteria,Glucose/Rhamnose,Mixed,2161.57,Soluble,Viscosity agent,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Cellulose Sulfate,Structural,Plants (Modified),Glucose,"Beta-1,4",861.85,Soluble,Modified structural,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Alginate,Algal,Brown Algae,Mannuronic/Guluronic,"Beta-1,4",203.3,Soluble,Structural/Protective,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Heparin,Bioactive,Animals,Glucosamine/Uronic,"Alpha-1,4",14.79,Soluble,Anticoagulant,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
